"video_id","channel_id","start_date"
"WSTRUvnQZ_Y","UCjYFwkKvItvRTZYTMQfbTUA",2026-02-26
"_FQiuZbRFGI","UCCv-2IH7-YazDLVZ7BEIhkg",2026-02-26
"BI7rLPdtTLI","UC1TWG3vZgFm-n6NpeKDx4jA",2026-02-26
"PV7L_iWpCKA","UCjYFwkKvItvRTZYTMQfbTUA",2026-03-05
"RP6T8gwSquo","UCCv-2IH7-YazDLVZ7BEIhkg",2026-02-26
"rQdGvAqU7BY","UCJ0cTCw8QxUB0U2lFtjpaEQ",2026-02-26
"iD9xQWUx3aQ","UCJ0cTCw8QxUB0U2lFtjpaEQ",2026-02-26
"OFTh-FKSUNw","UCjYFwkKvItvRTZYTMQfbTUA",2026-02-25
"xWvpo-R_hyc","UC1TWG3vZgFm-n6NpeKDx4jA",2026-02-25
"VwYNTmiJ9-o","UCAMl62VX7wwiL80MhgBo8ew",2026-02-25
"A8MKAFr79-I","UC98oVGbwlYH7DUSx1TwcVnw",2026-02-24
"6_ecHp5MXDA","UCjYFwkKvItvRTZYTMQfbTUA",2026-02-24
"RB4Un3rvpF4","UC1TWG3vZgFm-n6NpeKDx4jA",2026-02-24
"2HUKeFsSPNc","UCCv-2IH7-YazDLVZ7BEIhkg",2026-02-24
"zgdl_ovCoPQ","UCJ0cTCw8QxUB0U2lFtjpaEQ",2026-02-24
"vcy799prUO0","UC98oVGbwlYH7DUSx1TwcVnw",2026-02-23
"baEYPtxoVS8","UCjYFwkKvItvRTZYTMQfbTUA",2026-02-23
"XghY0_Tafw4","UC1TWG3vZgFm-n6NpeKDx4jA",2026-02-23
"SFIsVNchAzk","UCCv-2IH7-YazDLVZ7BEIhkg",2026-02-23
"nR1ucit1qwg","UCAMl62VX7wwiL80MhgBo8ew",2026-02-23
